Year,Region,Average Median Sale Price,Average Median Sale to List Ratio
2020,"Boston, MA",496895.41346153844,0.998879545576923
2020,"Boulder, CO",568175.6634615385,
2020,"Bremerton, WA",401795.98076923075,1.0066827557692308
2020,"Bridgeport, CT",465064.51923076925,0.981299675
2020,"Buffalo, NY",170336.82692307694,1.0045303903846154
2020,"Canton, OH",138446.60576923078,0.9925489598076923
2020,"Cape Coral, FL",255088.99038461538,0.9710842694230769
2020,"Cedar Rapids, IA",163191.8076923077,
2020,"Charleston, SC",290535.9423076923,0.9889930650000001
2020,"Charlotte, NC",258211.4326923077,0.9925319048076923
2020,"Chattanooga, TN",200793.74038461538,0.9943739071153845
2020,"Chicago, IL",253117.25961538462,0.9808681638461538
2020,"Cincinnati, OH",186951.24038461538,0.9932428769230769
2020,"Clarksville, TN",186413.5576923077,
2020,"Cleveland, OH",153531.01923076922,0.9909423646153847
2020,"Colorado Springs, CO",344126.25,1.0005383461538462
2020,"Columbia, MO",211837.8125,
2020,"Columbia, SC",178018.46153846153,
2020,"Columbus, OH",207161.5673076923,0.9978254228846153
2020,"Concord, NH",,
2020,"Corpus Christi, TX",216165.375,0.9821402265384616
2020,"Crestview, FL",319421.28846153844,
2020,"Dallas, TX",280265.42307692306,0.9949427757692307
2020,"Daphne, AL",255961.89423076922,
2020,"Davenport, IA",139471.3076923077,0.9833619571153847
2020,"Dayton, OH",144824.08653846153,0.996234864423077
2020,"Deltona, FL",227705.86538461538,0.9796332855769231
2020,"Denver, CO",447868.16346153844,0.9991657296153846
2020,"Des Moines, IA",205308.65384615384,0.9893227582692308
2020,"Detroit, MI",191327.09615384616,0.9901135663461538
2020,"Duluth, MN",174661.41346153847,
2020,"Durham, NC",273961.33653846156,0.9971313173076923
2020,"El Paso, TX",165760.83653846153,
2020,"Eugene, OR",334578.75,
2020,"Fayetteville, AR",214424.375,
2020,"Fayetteville, NC",163944.15384615384,0.9976737009615384
2020,"Flint, MI",146845.46153846153,0.9928383057692307
2020,"Fort Collins, CO",410377.10576923075,
2020,"Fresno, CA",290442.33653846156,0.9983646532692307
2020,"Grand Rapids, MI",215950.24038461538,0.9973682461538461
2020,"Greeley, CO",366528.2211538461,
2020,"Greensboro, NC",171356.85576923078,0.9950560946153846
2020,"Greenville, SC",210932.20192307694,0.9885770261538462
2020,"Harrisburg, PA",185720.33653846153,0.9970817998076923
2020,"Hartford, CT",245125.21153846153,0.9917920482692307
2020,"Hickory, NC",177052.82692307694,
2020,"Hilton Head Island, SC",339168.2596153846,0.9721863373076923
2020,"Houston, TX",245803.77884615384,0.9843391376923076
2020,"Huntsville, AL",212490.24038461538,
2020,"Indianapolis, IN",197889.3173076923,0.9946453251923076
2020,"Jacksonville, FL",242943.13461538462,0.9852079698076923
2020,"Jacksonville, NC",176743.26923076922,0.9977996101923078
2020,"Kansas City, MO",227870.9326923077,0.9980384825
2020,"Killeen, TX",177915.97115384616,0.9987667578846153
2020,"Knoxville, TN",210466.5576923077,0.9938383398076923
2020,"Lake Havasu City, AZ",245946.51923076922,0.9871661707692307
2020,"Lakeland, FL",206589.64423076922,0.9896521526923077
2020,"Lancaster, PA",225647.23076923078,1.0
2020,"Lansing, MI",157573.33980582524,0.9957677130769231
2020,"Las Vegas, NV",304327.10576923075,0.9900142221153847
2020,"Lexington, KY",212346.07692307694,0.9907158650000001
2020,"Lincoln, NE",198390.375,
2020,"Little Rock, AR",168940.42307692306,
2020,"Los Angeles, CA",712860.6153846154,0.9991655875000001
2020,"Louisville, KY",196216.3173076923,0.9935875613461539
2020,"Lubbock, TX",176956.375,
2020,"Madison, WI",286671.32692307694,
2020,"Memphis, TN",182062.27884615384,
2020,"Miami, FL",324829.125,0.9690126155769231
2020,"Milwaukee, WI",225089.38461538462,
2020,"Minneapolis, MN",290225.26923076925,1.0004918482692309
2020,"Modesto, CA",350759.78846153844,1.00082315
2020,"Myrtle Beach, SC",216744.53846153847,0.9719467213461539
2020,"Naples, FL",388144.7211538461,0.9607725884615385
2020,"Nashville, TN",298944.98076923075,0.9961310325
2020,"New Haven, CT",231841.82692307694,0.9899626321153847
2020,"New Orleans, LA",,
2020,"New York, NY",438633.85576923075,0.987631270576923
2020,"North Port, FL",288255.71153846156,0.9736989936538462
2020,"Ogden, UT",325705.6153846154,
2020,"Oklahoma City, OK",178693.01923076922,0.99677481
2020,"Omaha, NE",196355.5,0.9976154827272729
2020,"Orlando, FL",267027.4423076923,0.9843415801923077
2020,"Oxnard, CA",662043.2884615385,0.9960392263461538
2020,"Palm Bay, FL",239084.97115384616,0.9800638805769231
2020,"Panama City, FL",240235.46153846153,
2020,"Pensacola, FL",214732.40384615384,
2020,"Peoria, IL",121610.21153846153,0.9711166278846155
2020,"Philadelphia, PA",250963.57692307694,0.9940932221153846
2020,"Phoenix, AZ",310975.20192307694,0.9982137388461538
2020,"Pittsburgh, PA",169129.70192307694,0.9859775651923077
2020,"Port St. Lucie, FL",248347.8076923077,0.9726594278846155
2020,"Portland, ME",325635.7596153846,1.0006754172727272
2020,"Portland, OR",421833.875,0.9998392826923077
2020,"Poughkeepsie, NY",,
2020,"Prescott Valley, AZ",352072.5,0.9880068221153846
2020,"Providence, RI",311721.01923076925,1.0005919476923077
2020,"Provo, UT",358288.6826923077,
2020,"Punta Gorda, FL",233301.61538461538,0.9739028838461539
2020,"Raleigh, NC",287297.5576923077,0.9984250576923077
2020,"Reading, PA",176317.82692307694,0.9985981180645161
2020,"Reno, NV",406081.54807692306,0.9959191521153846
2020,"Richmond, VA",258145.96153846153,0.999187745
2020,"Riverside, CA",399794.1538461539,0.9990169851923076
2020,"Rochester, MN",,
2020,"Rochester, NY",159158.48076923078,1.0058821338461539
2020,"Rockford, IL",131175.9326923077,0.9882140244230769
2020,"Sacramento, CA",441049.92307692306,1.0008557853846154
2020,"Salisbury, MD",276196.4423076923,0.9830340076923078
2020,"Salt Lake City, UT",376830.04807692306,
2020,"San Antonio, TX",239913.61538461538,0.9955192586538462
2020,"San Diego, CA",639748.5865384615,0.9978478905769231
2020,"San Francisco, CA",935340.3076923077,1.0122588576923077
2020,"San Jose, CA",1180627.4038461538,0.9998158521153846
2020,"San Luis Obispo, CA",627591.4230769231,
2020,"Santa Maria, CA",689324.5769230769,0.9932160690384616
2020,"Santa Rosa, CA",655643.8365384615,0.9953292851923077
2020,"Savannah, GA",227029.71153846153,0.9900019619230769
2020,"Scranton, PA",130011.81730769231,
2020,"Seattle, WA",526877.625,1.0044962634615384
2020,"Sebastian, FL",244081.73076923078,
2020,"Spokane, WA",286694.71153846156,1.0013407576923077
2020,"Springfield, IL",140966.92307692306,
2020,"Springfield, MA",232881.64423076922,0.9966590361538461
2020,"Springfield, MO",169700.57692307694,0.99539573
2020,"St. Louis, MO",192289.89423076922,0.9946466271153847
2020,"Stockton, CA",400239.78846153844,1.0028502728846154
2020,"Tallahassee, FL",198900.0,
2020,"Tampa, FL",242906.9423076923,0.9844814673076924
2020,"Toledo, OH",125194.67307692308,0.9860569440384614
2020,"Trenton, NJ",264576.96153846156,0.9888341726923078
2020,"Tucson, AZ",239126.0576923077,0.9974583821153846
2020,"Tulsa, OK",180267.16346153847,0.994763069423077
2020,United States,261206.48076923078,0.9935839242307692
2020,"Urban Honolulu, HI",656677.8653846154,
2020,"Virginia Beach, VA",253196.25961538462,0.9938207896774193
2020,"Visalia, CA",250755.84615384616,0.9984749694230769
2020,"Washington, DC",433783.98076923075,0.9997345538461538
2020,"Wilmington, NC",278562.33653846156,0.985439953076923
2020,"Winston, NC",177381.97115384616,0.9932752988461538
2020,"Worcester, MA",297063.8461538461,1.0006989128846153
2020,"York, PA",185445.9326923077,0.9999307454545455
2020,"Youngstown, OH",109700.43269230769,
2021,"Akron, OH",154389.61538461538,1.0027571303846154
2021,"Albany, NY",246391.96153846153,1.008187488846154
2021,"Albuquerque, NM",273684.46153846156,1.002446055
2021,"Allentown, PA",236525.96153846153,1.004632201923077
2021,"Asheville, NC",343388.17307692306,
2021,"Atlanta, GA",305328.66346153844,1.0039665096153845
2021,"Augusta, GA",202180.46153846153,1.0002838634615385
2021,"Austin, TX",461444.48076923075,1.0441014557692307
2021,"Bakersfield, CA",293131.6923076923,1.0050196653846153
2021,"Baltimore, MD",304405.0673076923,1.0009495826923076
2021,"Barnstable Town, MA",548072.2019230769,1.00833455
2021,"Baton Rouge, LA",224643.49038461538,0.997482559423077
2021,"Bend, OR",,
2021,"Birmingham, AL",220183.02884615384,1.0018495075
2021,"Boise City, ID",443577.4423076923,1.009770092857143
2021,"Boston, MA",566581.2211538461,1.019462748076923
2021,"Boulder, CO",661313.5384615385,
2021,"Bremerton, WA",472462.1923076923,1.0377388173076922
2021,"Bridgeport, CT",545901.9038461539,0.9998597976923077
2021,"Buffalo, NY",194453.63461538462,1.047888726923077
2021,"Canton, OH",145995.72115384616,1.0052706359615384
2021,"Cape Coral, FL",264454.01923076925,0.9940894713461539
2021,"Cedar Rapids, IA",174488.46153846153,
2021,"Charleston, SC",335208.73076923075,0.9991131478846154
2021,"Charlotte, NC",303077.16346153844,1.0109694057692307
2021,"Chattanooga, TN",233661.09615384616,1.000878024230769
2021,"Chicago, IL",275179.33653846156,0.9954765026923076
2021,"Cincinnati, OH",209680.97115384616,1.0013926453846154
2021,"Clarksville, TN",222398.07692307694,1.009683408
2021,"Cleveland, OH",167412.5673076923,1.0046841153846153
2021,"Colorado Springs, CO",409392.125,1.0193851711538462
2021,"Columbia, MO",229315.67307692306,
2021,"Columbia, SC",202884.36538461538,
2021,"Columbus, OH",236591.5673076923,1.0160905807692306
2021,"Concord, NH",,
2021,"Corpus Christi, TX",244255.96153846153,0.9962340534615385
2021,"Crestview, FL",372103.26923076925,0.9979690763636363
2021,"Dallas, TX",335414.2596153846,1.0140733961538462
2021,"Daphne, AL",309447.96153846156,
2021,"Davenport, IA",148130.45192307694,0.9948826544230769
2021,"Dayton, OH",157649.51923076922,1.0001300936538462
2021,"Deltona, FL",271143.89423076925,0.9935293886538462
2021,"Denver, CO",531579.9711538461,1.0233892134615385
2021,"Des Moines, IA",221187.82692307694,0.9978124048076923
2021,"Detroit, MI",209308.36538461538,1.0030863134615384
2021,"Duluth, MN",194000.91346153847,
2021,"Durham, NC",332033.1153846154,1.0321625538461539
2021,"El Paso, TX",188441.92307692306,
2021,"Eugene, OR",390160.5576923077,
2021,"Fayetteville, AR",253978.5,
2021,"Fayetteville, NC",186834.17307692306,1.0073428730769232
2021,"Flint, MI",162375.46153846153,1.004659651923077
2021,"Fort Collins, CO",462424.8653846154,
2021,"Fresno, CA",343683.82692307694,1.0108045576923077
2021,"Grand Rapids, MI",245595.23076923078,1.019252201923077
2021,"Greeley, CO",423989.5096153846,
2021,"Greensboro, NC",193190.22115384616,1.0107771115384616
2021,"Greenville, SC",243959.41346153847,0.9990097907692307
2021,"Harrisburg, PA",199262.07692307694,1.0042629
2021,"Hartford, CT",273191.91346153844,1.012779768076923
2021,"Hickory, NC",195518.6923076923,
2021,"Hilton Head Island, SC",385089.96153846156,0.9952721596153846
2021,"Houston, TX",291113.625,0.9975736480769231
2021,"Huntsville, AL",251120.8173076923,
2021,"Indianapolis, IN",222469.01923076922,1.0034711951923077
2021,"Jacksonville, FL",285660.04950495047,0.9985160553846154
2021,"Jacksonville, NC",197509.20192307694,1.0034996692307692
2021,"Kansas City, MO",254174.0576923077,1.0120348865384616
2021,"Killeen, TX",219751.8076923077,1.011238578846154
2021,"Knoxville, TN",246096.61538461538,1.002119263653846
2021,"Lake Havasu City, AZ",298379.8076923077,0.9961904490384617
2021,"Lakeland, FL",247499.0,0.9977823680769231
2021,"Lancaster, PA",250149.75,1.0003674673076923
2021,"Lansing, MI",166958.82692307694,1.0089275086538463
2021,"Las Vegas, NV",361530.4711538461,1.0009782878846154
2021,"Lexington, KY",238773.09615384616,0.9988633367307693
2021,"Lincoln, NE",222486.51923076922,1.009938608
2021,"Little Rock, AR",184522.4423076923,
2021,"Los Angeles, CA",818232.0673076923,1.017445276923077
2021,"Louisville, KY",214218.42307692306,0.9994197819230769
2021,"Lubbock, TX",197771.58653846153,1.000010007878788
2021,"Madison, WI",319999.5288461539,
2021,"Memphis, TN",208043.35576923078,1.002503533
2021,"Miami, FL",375241.3653846154,0.9815842957692307
2021,"Milwaukee, WI",241373.76923076922,1.016774384848485
2021,"Minneapolis, MN",321426.5288461539,1.016996123076923
2021,"Modesto, CA",411536.70192307694,1.0177934557692307
2021,"Myrtle Beach, SC",262327.6923076923,0.9922655328846154
2021,"Naples, FL",477013.5673076923,0.9905080992307693
2021,"Nashville, TN",355447.4038461539,1.0066456984615384
2021,"New Haven, CT",262363.4423076923,1.0071155128846154
2021,"New Orleans, LA",260165.3125,0.99375153125
2021,"New York, NY",504797.0,0.9986524586538461
2021,"North Port, FL",352832.57692307694,0.9956810182692308
2021,"Ogden, UT",397293.8653846154,1.022721358
2021,"Oklahoma City, OK",193906.88461538462,1.0002571873076922
2021,"Omaha, NE",222800.36538461538,1.0078456365384616
2021,"Orlando, FL",311327.2788461539,0.9963026321153846
2021,"Oxnard, CA",762876.5384615385,1.014795703846154
2021,"Palm Bay, FL",281078.23076923075,0.9961093798076923
2021,"Panama City, FL",295477.1346153846,
2021,"Pensacola, FL",249457.86538461538,1.001190698125
2021,"Peoria, IL",124189.56730769231,0.9845170278846154
2021,"Philadelphia, PA",275861.7788461539,1.0013941442307692
2021,"Phoenix, AZ",389171.04807692306,1.0071333692307691
2021,"Pittsburgh, PA",188930.91346153847,0.9967240573076924
2021,"Port St. Lucie, FL",301292.57692307694,0.9952520288461538
2021,"Portland, ME",383406.82692307694,1.0170815780769231
2021,"Portland, OR",493577.2788461539,1.0189456673076924
2021,"Poughkeepsie, NY",,
2021,"Prescott Valley, AZ",431085.60576923075,0.9999338942307693
2021,"Providence, RI",356513.4423076923,1.0159754615384615
2021,"Provo, UT",448393.85576923075,1.018664824
2021,"Punta Gorda, FL",267096.96153846156,0.9955349855769231
2021,"Raleigh, NC",343893.35576923075,1.0356114403846155
2021,"Reading, PA",193823.41346153847,1.0010177711538462
2021,"Reno, NV",479843.3461538461,1.010923983269231
2021,"Richmond, VA",286025.0576923077,1.0146440673076922
2021,"Riverside, CA",482302.5673076923,1.0148346403846153
2021,"Rochester, MN",,
2021,"Rochester, NY",176768.32692307694,1.0519248634615386
2021,"Rockford, IL",142144.25961538462,0.9994925942307693
2021,"Sacramento, CA",523016.1538461539,1.0218301769230769
2021,"Salisbury, MD",314873.9038461539,0.9993378173076923
2021,"Salt Lake City, UT",461247.6923076923,1.0196211173076923
2021,"San Antonio, TX",278680.0,1.0048226257692308
2021,"San Diego, CA",745948.375,1.0151852057692308
2021,"San Francisco, CA",1109971.173076923,1.0592245826923077
2021,"San Jose, CA",1343891.8653846155,1.02125585
2021,"San Luis Obispo, CA",724585.3557692308,
2021,"Santa Maria, CA",805062.5576923077,1.0129156051923078
2021,"Santa Rosa, CA",719615.4615384615,1.0062143280769231
2021,"Savannah, GA",260098.41346153847,0.9997060884615384
2021,"Scranton, PA",156704.625,0.9878884450000001
2021,"Seattle, WA",628811.25,1.0378391538461538
2021,"Sebastian, FL",288681.73076923075,
2021,"Spokane, WA",351527.5961538461,1.022202073076923
2021,"Springfield, IL",136579.46153846153,
2021,"Springfield, MA",261709.36538461538,1.0197116557692307
2021,"Springfield, MO",207008.01923076922,1.000786156923077
2021,"St. Louis, MO",206677.1826923077,1.0039601476923077
2021,"Stockton, CA",476812.53846153844,1.0263971942307692
2021,"Tallahassee, FL",208956.73076923078,
2021,"Tampa, FL",291403.2403846154,0.9981124005769231
2021,"Toledo, OH",134781.375,0.9987208890384616
2021,"Trenton, NJ",305931.50980392157,1.0096255682692308
2021,"Tucson, AZ",291416.14423076925,1.003088348076923
2021,"Tulsa, OK",200785.45192307694,0.9997458925
2021,United States,303060.4423076923,1.0014979365384615
2021,"Urban Honolulu, HI",734773.9326923077,1.001667008
2021,"Virginia Beach, VA",274316.70192307694,1.004795948076923
2021,"Visalia, CA",296539.6826923077,1.0070918903846153
2021,"Washington, DC",462325.33653846156,1.0062693615384615
2021,"Wilmington, NC",313532.375,0.9991484421153847
2021,"Winston, NC",200273.21153846153,1.009558058846154
2021,"Worcester, MA",340193.14423076925,1.0255282596153845
2021,"York, PA",198402.98076923078,1.0001337923076923
2021,"Youngstown, OH",121249.58653846153,
2022,"Akron, OH",166739.09433962265,1.0048176341509434
2022,"Albany, NY",278326.1886792453,1.0111282166037736
2022,"Albuquerque, NM",313404.56603773584,1.006494475471698
2022,"Allentown, PA",265305.6857142857,1.0094002905660378
2022,"Asheville, NC",373431.641509434,
2022,"Atlanta, GA",347169.7075471698,1.0041050933962263
2022,"Augusta, GA",220600.62264150943,1.0021920879245283
2022,"Austin, TX",515582.56603773584,1.0061108294339622
2022,"Bakersfield, CA",323434.9433962264,1.0020591196226416
2022,"Baltimore, MD",321280.8962264151,1.004757458490566
2022,"Barnstable Town, MA",613276.3018867924,1.0076359484905661
2022,"Baton Rouge, LA",238812.40566037735,0.9982559122641509
2022,"Bend, OR",,
2022,"Birmingham, AL",242874.46226415093,1.0049355918867924
2022,"Boise City, ID",475223.77358490566,0.9930886033962264
2022,"Boston, MA",615786.7075471698,1.0207338913207546
2022,"Boulder, CO",738318.7264150943,
2022,"Bremerton, WA",516615.1320754717,1.0163589066037737
2022,"Bridgeport, CT",572543.962264151,1.0122584620754718
2022,"Buffalo, NY",213056.9716981132,1.0506159849056604
2022,"Canton, OH",152021.15094339623,1.0020522571698112
2022,"Cape Coral, FL",293002.74528301886,0.9881752598113208
2022,"Cedar Rapids, IA",188128.3396226415,
2022,"Charleston, SC",382727.1886792453,0.9992485560377359
2022,"Charlotte, NC",348993.12264150946,1.0060887658490567
2022,"Chattanooga, TN",268343.8490566038,0.9967969318867924
2022,"Chicago, IL",282508.25471698114,0.9958447466037736
2022,"Cincinnati, OH",226613.3962264151,1.0033433850943396
2022,"Clarksville, TN",262841.77358490566,1.0059513809433962
2022,"Cleveland, OH",178091.70754716982,1.0058918279245284
2022,"Colorado Springs, CO",446845.3490566038,1.0098388903773585
2022,"Columbia, MO",258336.50943396226,
2022,"Columbia, SC",231112.3396226415,
2022,"Columbus, OH",261024.4150943396,1.0157248703773585
2022,"Concord, NH",,
2022,"Corpus Christi, TX",267513.1698113208,0.9902915341509434
2022,"Crestview, FL",405951.0566037736,0.9913390145283019
2022,"Dallas, TX",386127.12264150946,1.014563903773585
2022,"Daphne, AL",351936.6886792453,
2022,"Davenport, IA",154144.93396226416,0.9951758111320754
2022,"Dayton, OH",164926.37735849057,0.9998534954716981
2022,"Deltona, FL",322458.820754717,0.9900144775471698
2022,"Denver, CO",594053.1698113207,1.0171309966037736
2022,"Des Moines, IA",232204.5849056604,0.9957652733962264
2022,"Detroit, MI",219859.44339622642,1.0024280203773583
2022,"Duluth, MN",209614.11320754717,
2022,"Durham, NC",376181.6320754717,1.022827953773585
2022,"El Paso, TX",219213.94339622642,0.9985454600000001
2022,"Eugene, OR",433082.6037735849,
2022,"Fayetteville, AR",310175.56603773584,
2022,"Fayetteville, NC",209165.1320754717,1.0129631792452831
2022,"Flint, MI",170584.4716981132,0.998906679245283
2022,"Fort Collins, CO",538934.2358490566,
2022,"Fresno, CA",380490.2358490566,1.0064136809433963
2022,"Grand Rapids, MI",274785.09433962265,1.0185471873584906
2022,"Greeley, CO",470054.42452830187,
2022,"Greensboro, NC",218169.71698113208,1.0135405701886793
2022,"Greenville, SC",278743.179245283,1.0005088775471698
2022,"Harrisburg, PA",218377.53773584907,1.0091377811320754
2022,"Hartford, CT",295909.2358490566,1.0248248471698114
2022,"Hickory, NC",220623.90566037735,
2022,"Hilton Head Island, SC",445168.69811320753,0.9927294949056603
2022,"Houston, TX",321518.96226415096,0.9955972660377359
2022,"Huntsville, AL",287926.69811320753,
2022,"Indianapolis, IN",248075.4716981132,1.0032287781132077
2022,"Jacksonville, FL",331078.820754717,0.9932386890566037
2022,"Jacksonville, NC",228355.2358490566,1.0089798943396227
2022,"Kansas City, MO",280150.4716981132,1.013234437735849
2022,"Killeen, TX",256880.80188679244,1.0069722037735849
2022,"Knoxville, TN",288439.37735849054,1.0025705794339623
2022,"Lake Havasu City, AZ",318806.6037735849,0.9870588073584906
2022,"Lakeland, FL",306346.80188679247,0.9963566139622642
2022,"Lancaster, PA",279184.858490566,1.0042976150943397
2022,"Lansing, MI",176533.15094339623,1.0088867656603773
2022,"Las Vegas, NV",419150.6509433962,0.9955005839622642
2022,"Lexington, KY",260409.5283018868,0.9995461205660378
2022,"Lincoln, NE",243836.27358490566,1.0068882750943398
2022,"Little Rock, AR",203292.27358490566,
2022,"Los Angeles, CA",875347.8962264151,1.0157719001886794
2022,"Louisville, KY",230139.29245283018,0.9984263898113207
2022,"Lubbock, TX",214218.53773584907,0.9971428407547169
2022,"Madison, WI",348304.25471698114,
2022,"Memphis, TN",227646.9245283019,1.003887443207547
2022,"Miami, FL",436163.25471698114,0.9894222841509435
2022,"Milwaukee, WI",260727.9716981132,1.017736166037736
2022,"Minneapolis, MN",341053.8396226415,1.0123913430188678
2022,"Modesto, CA",445599.6698113208,1.0054492886792454
2022,"Myrtle Beach, SC",307447.08490566036,0.9907302750943396
2022,"Naples, FL",593673.5471698113,0.9846091426415094
2022,"Nashville, TN",412134.96226415096,1.0038697473584905
2022,"New Haven, CT",286391.5094339623,1.0127731528301886
2022,"New Orleans, LA",269420.0471698113,0.9897595971698113
2022,"New York, NY",540949.962264151,1.002859008301887
2022,"North Port, FL",445528.6320754717,0.9928477664150943
2022,"Ogden, UT",452137.358490566,1.0062235794339622
2022,"Oklahoma City, OK",216834.51886792452,1.0021192288679246
2022,"Omaha, NE",244495.5283018868,1.0090209650943396
2022,"Orlando, FL",373646.858490566,0.9961489543396227
2022,"Oxnard, CA",817037.3018867924,1.0087996620754716
2022,"Palm Bay, FL",328626.4905660377,0.9929435558490566
2022,"Panama City, FL",345434.92452830187,
2022,"Pensacola, FL",281047.92452830187,0.9969471424528302
2022,"Peoria, IL",128037.51886792453,0.9874629998113208
2022,"Philadelphia, PA",293620.7075471698,1.0047232641509434
2022,"Phoenix, AZ",449197.41509433964,0.9967334764150944
2022,"Pittsburgh, PA",192667.87735849057,0.9941745416981131
2022,"Port St. Lucie, FL",362680.38679245283,0.9927726333962265
2022,"Portland, ME",427589.820754717,1.0299971188679247
2022,"Portland, OR",536239.6037735849,1.0112210011320755
2022,"Poughkeepsie, NY",,
2022,"Prescott Valley, AZ",476833.78301886795,0.9908383749056603
2022,"Providence, RI",391649.6603773585,1.0135468037735849
2022,"Provo, UT",509253.59433962265,1.0036211467924527
2022,"Punta Gorda, FL",322689.9905660377,0.9885230633962264
2022,"Raleigh, NC",398058.4716981132,1.0240238403773585
2022,"Reading, PA",208983.679245283,1.00544339245283
2022,"Reno, NV",533857.8679245283,0.9934038103773586
2022,"Richmond, VA",314148.4528301887,1.0181603471698113
2022,"Riverside, CA",531741.9056603773,1.006783615471698
2022,"Rochester, MN",,
2022,"Rochester, NY",189421.0849056604,1.0716255490566038
2022,"Rockford, IL",147551.2641509434,1.0005024583018869
2022,"Sacramento, CA",556133.2358490566,1.0071220028301888
2022,"Salisbury, MD",349025.1603773585,0.9966704613207547
2022,"Salt Lake City, UT",517951.1603773585,1.0078397749056605
2022,"San Antonio, TX",315463.03773584904,1.0015165933962265
2022,"San Diego, CA",822363.2452830189,1.0130405281132076
2022,"San Francisco, CA",1170376.2264150945,1.0410040003773584
2022,"San Jose, CA",1461403.3207547169,1.0142094171698113
2022,"San Luis Obispo, CA",815547.6132075472,
2022,"Santa Maria, CA",818332.6037735849,1.0071726464150943
2022,"Santa Rosa, CA",781077.0188679246,1.0139816403773585
2022,"Savannah, GA",290619.3396226415,1.0072541898113208
2022,"Scranton, PA",176123.7358490566,0.9891807335849057
2022,"Seattle, WA",689984.5283018867,1.0262049905660378
2022,"Sebastian, FL",327659.8679245283,
2022,"Spokane, WA",390059.3962264151,1.0073993783018866
2022,"Springfield, IL",144591.22641509434,0.991524888
2022,"Springfield, MA",288364.6509433962,1.021912126226415
2022,"Springfield, MO",237234.14150943398,0.998101638490566
2022,"St. Louis, MO",217836.96226415093,1.0092008113207547
2022,"Stockton, CA",512630.96226415096,1.0067485064150943
2022,"Tallahassee, FL",231798.71153846153,
2022,"Tampa, FL",357376.6037735849,0.9965567633962265
2022,"Toledo, OH",140183.95283018867,0.999664617735849
2022,"Trenton, NJ",312084.0094339623,1.018409679245283
2022,"Tucson, AZ",331997.679245283,0.9989035103773585
2022,"Tulsa, OK",220024.4245283019,1.0000918220754715
2022,United States,328642.1698113208,1.0005252426415094
2022,"Urban Honolulu, HI",796315.7358490566,1.0017190396226414
2022,"Virginia Beach, VA",292107.77358490566,1.0083010000000001
2022,"Visalia, CA",328612.2358490566,1.0014247164150942
2022,"Washington, DC",484367.8490566038,1.0065651226415095
2022,"Wilmington, NC",369046.28301886795,1.0005606705660377
2022,"Winston, NC",229605.00943396226,1.01019354
2022,"Worcester, MA",376014.2358490566,1.0232289075471697
2022,"York, PA",213749.01886792452,1.0022111075471698
2022,"Youngstown, OH",128414.44339622642,
2023,"Akron, OH",170576.11224489796,0.9979332408163265
2023,"Albany, NY",291277.806122449,1.010367788367347
2023,"Albuquerque, NM",331928.8367346939,0.9988248379591836
2023,"Allentown, PA",287545.67346938775,1.005777324489796
2023,"Asheville, NC",407609.6530612245,
2023,"Atlanta, GA",357148.4591836735,0.9971438824489796
2023,"Augusta, GA",224933.1530612245,0.9975598926530612
2023,"Austin, TX",467220.64285714284,0.9800281975510203
2023,"Bakersfield, CA",329328.612244898,0.9990999663265305
2023,"Baltimore, MD",338361.82653061225,1.002235375510204
2023,"Barnstable Town, MA",649832.6734693878,0.9926242230612246
2023,"Baton Rouge, LA",234814.60204081633,0.989083813265306
2023,"Bend, OR",688250.0,0.982953965
2023,"Birmingham, AL",242421.7142857143,0.9957781297959183
2023,"Boise City, ID",458943.14285714284,0.9933806248979592
2023,"Boston, MA",637765.918367347,1.009667924489796
2023,"Boulder, CO",760087.2959183673,
2023,"Bremerton, WA",512748.10204081633,0.9984542322448979
2023,"Bridgeport, CT",607168.693877551,1.0138922591836734
2023,"Buffalo, NY",228896.27551020408,1.0332555346938774
2023,"Canton, OH",159290.75510204083,0.9977237908163266
2023,"Cape Coral, FL",304579.47959183675,0.9677148971428571
2023,"Cedar Rapids, IA",193958.16326530612,
2023,"Charleston, SC",401215.97959183675,0.994428123265306
2023,"Charlotte, NC",358003.9693877551,0.9954209477551021
2023,"Chattanooga, TN",277592.67346938775,0.9954178565306122
2023,"Chicago, IL",295378.7551020408,0.996890152244898
2023,"Cincinnati, OH",241641.67346938775,0.9977761842857144
2023,"Clarksville, TN",271557.47959183675,0.9991709628571428
2023,"Cleveland, OH",184452.47959183675,0.9962816463265306
2023,"Colorado Springs, CO",445026.5,0.9982758712244898
2023,"Columbia, MO",273490.887755102,
2023,"Columbia, SC",236378.76530612246,0.9977792686206897
2023,"Columbus, OH",274623.7551020408,1.002772107142857
2023,"Concord, NH",411779.25,
2023,"Corpus Christi, TX",261456.27551020408,0.9797284973469388
2023,"Crestview, FL",414759.9285714286,0.9767987308163265
2023,"Dallas, TX",380228.887755102,0.9936706712244898
2023,"Daphne, AL",354395.17346938775,
2023,"Davenport, IA",159851.45918367346,0.9934016061224489
2023,"Dayton, OH",176986.806122449,0.9978892775510204
2023,"Deltona, FL",326212.4081632653,0.9753149802040816
2023,"Denver, CO",576074.7448979592,0.9983487671428571
2023,"Des Moines, IA",248011.72448979592,0.9934083291836734
2023,"Detroit, MI",228852.85714285713,0.9971753038775509
2023,"Duluth, MN",223609.8469387755,
